supplier,supplier_sku,product_name,decoration_option_key,decoration_method,decoration_area,decoration_location,artwork_size_label,max_width_mm,max_height_mm,pricing_model,price_status,setup_cost,repeat_setup_cost,setup_cost_label,pricing_basis,additional_colour_policy,source_row_number,raw_json
Gear For Life,POPPS,Pizza Peel Set,popps|laser_engraving|cutter_40x40mm|40x40mm,Laser Engraving,Cutter - 40x40mm,Cutter,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,188,"{""source_row_number"": 188, ""raw_location"": ""Cutter - 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POPIB,Polar Ice 7.2L Bucket,popib|uvdtf_full_colour_large|bucket_100x120mm|100x120mm,UVDTF Full Colour - Large,Bucket - 100x120mm,Bucket,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,189,"{""source_row_number"": 189, ""raw_location"": ""Bucket - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POPIB,Polar Ice 7.2L Bucket,popib|uvdtf_full_colour_large|bucket_200x150mm|200x150mm,UVDTF Full Colour - Large,Bucket - 200x150mm,Bucket,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,190,"{""source_row_number"": 190, ""raw_location"": ""Bucket - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POPIB,Polar Ice 7.2L Bucket,popib|uvdtf_full_colour_large|bucket_300x210mm|300x210mm,UVDTF Full Colour - Large,Bucket - 300x210mm,Bucket,300x210mm,300.00,210.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,191,"{""source_row_number"": 191, ""raw_location"": ""Bucket - 300x210mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,POPIB,Polar Ice 7.2L Bucket,popib|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,192,"{""source_row_number"": 192, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POPIB,Polar Ice 7.2L Bucket,popib|laser_engraving|bucket|,Laser Engraving,Bucket,Bucket,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,193,"{""source_row_number"": 193, ""raw_location"": ""Bucket"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POQES,Quartetto Espresso Set,poqes|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,194,"{""source_row_number"": 194, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POQES,Quartetto Espresso Set,poqes|pad_printing|all_4_cups_30x30mm|30x30mm,Pad Printing,All 4 Cups - 30x30mm,All 4 Cups,30x30mm,30.00,30.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,195,"{""source_row_number"": 195, ""raw_location"": ""All 4 Cups - 30x30mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POQES,Quartetto Espresso Set,poqes|laser_engraving|all_4_cups_35x35mm|35x35mm,Laser Engraving,All 4 Cups - 35x35mm,All 4 Cups,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,196,"{""source_row_number"": 196, ""raw_location"": ""All 4 Cups - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PORC,Retro Cooler Box,porc|uvdtf_full_colour_large|cooler_100x120mm|100x120mm,UVDTF Full Colour - Large,Cooler - 100x120mm,Cooler,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,197,"{""source_row_number"": 197, ""raw_location"": ""Cooler - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PORC,Retro Cooler Box,porc|uvdtf_full_colour_large|cooler_200x150mm|200x150mm,UVDTF Full Colour - Large,Cooler - 200x150mm,Cooler,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,198,"{""source_row_number"": 198, ""raw_location"": ""Cooler - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PORC,Retro Cooler Box,porc|uvdtf_full_colour_large|cooler_300x210mm|300x210mm,UVDTF Full Colour - Large,Cooler - 300x210mm,Cooler,300x210mm,300.00,210.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,199,"{""source_row_number"": 199, ""raw_location"": ""Cooler - 300x210mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,PORC,Retro Cooler Box,porc|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,200,"{""source_row_number"": 200, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORRS,Rhythm and Rug Set,porrs|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,201,"{""source_row_number"": 201, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORRS,Rhythm and Rug Set,porrs|pad_printing|speaker_45x45mm|45x45mm,Pad Printing,Speaker - 45x45mm,Speaker,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,202,"{""source_row_number"": 202, ""raw_location"": ""Speaker - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORRS,Rhythm and Rug Set,porrs|laser_engraving|speaker_35x45mm_or_20x80mm|35x45mm,Laser Engraving,Speaker - 35x45mm or 20x80mm,Speaker,35x45mm,35.00,45.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,203,"{""source_row_number"": 203, ""raw_location"": ""Speaker - 35x45mm or 20x80mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PORHBT,Roadhouse BBQ Tongs,porhbt|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,204,"{""source_row_number"": 204, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORHBT,Roadhouse BBQ Tongs,porhbt|pad_printing|tongs_handle_20x50mm|20x50mm,Pad Printing,Tongs (Handle) - 20x50mm,Tongs (Handle),20x50mm,20.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,205,"{""source_row_number"": 205, ""raw_location"": ""Tongs (Handle) - 20x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORHBT,Roadhouse BBQ Tongs,porhbt|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,206,"{""source_row_number"": 206, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PORHBT,Roadhouse BBQ Tongs,porhbt|laser_engraving|handle_50x20mm|50x20mm,Laser Engraving,Handle - 50x20mm,Handle,50x20mm,50.00,20.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,207,"{""source_row_number"": 207, ""raw_location"": ""Handle - 50x20mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PORHBT,Roadhouse BBQ Tongs,porhbt|laser_engraving|blade_50x20mm|50x20mm,Laser Engraving,Blade - 50x20mm,Blade,50x20mm,50.00,20.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,208,"{""source_row_number"": 208, ""raw_location"": ""Blade - 50x20mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PORHFP,Roadhouse Fire Pit,porhfp|pad_printing|leg_40x10mm|40x10mm,Pad Printing,Leg - 40x10mm,Leg,40x10mm,40.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,209,"{""source_row_number"": 209, ""raw_location"": ""Leg - 40x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PORHFP,Roadhouse Fire Pit,porhfp|laser_engraving|leg_50x20mm_or_equivalent|50x20mm,Laser Engraving,Leg - 50x20mm (or equivalent),Leg,50x20mm,50.00,20.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,210,"{""source_row_number"": 210, ""raw_location"": ""Leg - 50x20mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSB,Serving Board,posb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,211,"{""source_row_number"": 211, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSB,Serving Board,posb|pad_printing|board_handle_only_20x50mm|20x50mm,Pad Printing,Board (Handle only) - 20x50mm,Board (Handle only),20x50mm,20.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,212,"{""source_row_number"": 212, ""raw_location"": ""Board (Handle only) - 20x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSB,Serving Board,posb|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,213,"{""source_row_number"": 213, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSWTS,Sommelier Wine Tasting Set,poswts|pad_printing|box_screen_printing_available_poa|,Pad Printing,Box - Screen printing available - POA,Box,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,214,"{""source_row_number"": 214, ""raw_location"": ""Box - Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSWTS,Sommelier Wine Tasting Set,poswts|pad_printing|all_4_glasses_35x35mm|35x35mm,Pad Printing,All 4 Glasses - 35x35mm,All 4 Glasses,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,215,"{""source_row_number"": 215, ""raw_location"": ""All 4 Glasses - 35x35mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSWTS,Sommelier Wine Tasting Set,poswts|laser_engraving|tray_slate_40x40mm_or_equivalent|40x40mm,Laser Engraving,Tray Slate - 40x40mm (or equivalent),Tray Slate,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,216,"{""source_row_number"": 216, ""raw_location"": ""Tray Slate - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSLS,Squisito Lazy Susan,posls|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,217,"{""source_row_number"": 217, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSLS,Squisito Lazy Susan,posls|pad_printing|board_edge_only|,Pad Printing,Board (Edge only),Board,,,,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,218,"{""source_row_number"": 218, ""raw_location"": ""Board (Edge only)"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSLS,Squisito Lazy Susan,posls|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,219,"{""source_row_number"": 219, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSK,Steak Knife 6 pcs Set,posk|pad_printing|box_50x30mm|50x30mm,Pad Printing,Box - 50x30mm,Box,50x30mm,50.00,30.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,220,"{""source_row_number"": 220, ""raw_location"": ""Box - 50x30mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSK,Steak Knife 6 pcs Set,posk|pad_printing|all_6_knives_handles_40x10mm_or_20x20mm|40x10mm,Pad Printing,All 6 Knives (Handles) - 40x10mm or 20x20mm,All 6 Knives (Handles),40x10mm,40.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,221,"{""source_row_number"": 221, ""raw_location"": ""All 6 Knives (Handles) - 40x10mm or 20x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSK,Steak Knife 6 pcs Set,posk|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,222,"{""source_row_number"": 222, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSK,Steak Knife 6 pcs Set,posk|laser_engraving|all_6_knives_blade_or_handle_40x10mm_or_20x20mm|40x10mm,Laser Engraving,All 6 Knives (Blade or Handle) - 40x10mm or 20x20mm,All 6 Knives (Blade or Handle),40x10mm,40.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,223,"{""source_row_number"": 223, ""raw_location"": ""All 6 Knives (Blade or Handle) - 40x10mm or 20x20mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSCF,Stemless Champagne Flutes,poscf|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,224,"{""source_row_number"": 224, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSCF,Stemless Champagne Flutes,poscf|pad_printing|all_4_glasses_30x20mm|30x20mm,Pad Printing,All 4 Glasses - 30x20mm,All 4 Glasses,30x20mm,30.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,225,"{""source_row_number"": 225, ""raw_location"": ""All 4 Glasses - 30x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSCF,Stemless Champagne Flutes,poscf|laser_engraving|all_4_glasses_20x40mm|20x40mm,Laser Engraving,All 4 Glasses - 20x40mm,All 4 Glasses,20x40mm,20.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,226,"{""source_row_number"": 226, ""raw_location"": ""All 4 Glasses - 20x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POSSWG,Stemless Stainless Steel Wine Glass Set,posswg|pad_printing|all_2_glasses_45x45mm|45x45mm,Pad Printing,All 2 Glasses - 45x45mm,All 2 Glasses,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,227,"{""source_row_number"": 227, ""raw_location"": ""All 2 Glasses - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSSWG,Stemless Stainless Steel Wine Glass Set,posswg|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,228,"{""source_row_number"": 228, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POSSWG,Stemless Stainless Steel Wine Glass Set,posswg|laser_engraving|all_2_glasses_35x35mm|35x35mm,Laser Engraving,All 2 Glasses - 35x35mm,All 2 Glasses,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,229,"{""source_row_number"": 229, ""raw_location"": ""All 2 Glasses - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGSCFAK,SwiftCare First Aid Kit,igscfak|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,230,"{""source_row_number"": 230, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGSCFAK,SwiftCare First Aid Kit,igscfak|pad_printing|case_screen_printing_available_poa|,Pad Printing,Case - Screen printing available - POA,Case,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,231,"{""source_row_number"": 231, ""raw_location"": ""Case - Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGSCFAK,SwiftCare First Aid Kit,igscfak|laser_engraving|case_80x40mm_or_equivalent|80x40mm,Laser Engraving,Case - 80x40mm (or equivalent),Case,80x40mm,80.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,232,"{""source_row_number"": 232, ""raw_location"": ""Case - 80x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POTSB,Tapas Serving Board,potsb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,233,"{""source_row_number"": 233, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTSB,Tapas Serving Board,potsb|pad_printing|board_handle_only_20x50mm|20x50mm,Pad Printing,Board (Handle only) - 20x50mm,Board (Handle only),20x50mm,20.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,234,"{""source_row_number"": 234, ""raw_location"": ""Board (Handle only) - 20x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTSB,Tapas Serving Board,potsb|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,235,"{""source_row_number"": 235, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POTT,Tavolo Table,pott|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,236,"{""source_row_number"": 236, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|uvdtf_full_colour_small|bottle_20x20mm|20x20mm,UVDTF Full Colour - Small,Bottle - 20x20mm,Bottle,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,237,"{""source_row_number"": 237, ""raw_location"": ""Bottle - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|uvdtf_full_colour_small|bottle_50x50mm|50x50mm,UVDTF Full Colour - Small,Bottle - 50x50mm,Bottle,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,238,"{""source_row_number"": 238, ""raw_location"": ""Bottle - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|pad_printing|lid_40mm_dia|,Pad Printing,Lid - 40mm Dia.,Lid,,,,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,239,"{""source_row_number"": 239, ""raw_location"": ""Lid - 40mm Dia."", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|pad_printing|bottle_20x60mm|20x60mm,Pad Printing,Bottle - 20x60mm,Bottle,20x60mm,20.00,60.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,240,"{""source_row_number"": 240, ""raw_location"": ""Bottle - 20x60mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,241,"{""source_row_number"": 241, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTFI,Tea & Fruit Infuser Bottle,potfi|laser_engraving|lid_40mm_dia|,Laser Engraving,Lid - 40mm Dia.,Lid,,,,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,242,"{""source_row_number"": 242, ""raw_location"": ""Lid - 40mm Dia."", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POTF2S,Tea For2 Set,potf2s|pad_printing|all_2_glasses_30x20mm|30x20mm,Pad Printing,All 2 Glasses - 30x20mm,All 2 Glasses,30x20mm,30.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,243,"{""source_row_number"": 243, ""raw_location"": ""All 2 Glasses - 30x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POTF2S,Tea For2 Set,potf2s|pad_printing|box_lid_45x45mm|45x45mm,Pad Printing,Box Lid - 45x45mm,Box Lid,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,244,"{""source_row_number"": 244, ""raw_location"": ""Box Lid - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGTTF,ToughTank 2.0L Flask,igttf|uvdtf_full_colour_small|flask_20x20mm|20x20mm,UVDTF Full Colour - Small,Flask - 20x20mm,Flask,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,245,"{""source_row_number"": 245, ""raw_location"": ""Flask - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGTTF,ToughTank 2.0L Flask,igttf|uvdtf_full_colour_small|flask_50x50mm|50x50mm,UVDTF Full Colour - Small,Flask - 50x50mm,Flask,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,246,"{""source_row_number"": 246, ""raw_location"": ""Flask - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGTTF,ToughTank 2.0L Flask,igttf|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,247,"{""source_row_number"": 247, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGTTF,ToughTank 2.0L Flask,igttf|pad_printing|flask_45x45mm|45x45mm,Pad Printing,Flask - 45x45mm,Flask,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,248,"{""source_row_number"": 248, ""raw_location"": ""Flask - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
