supplier,source_field,raw_category_1,raw_category_2,raw_category_3,raw_category_4,raw_category_path,sku_count,source_row_count,example_skus_products,raw_path_type_guess,target_category,target_subcategory,confidence,mapping_status,review_reason,suggested_tags,suggested_material,suggested_fulfillment,mapping_note
PromoBrands,Category 1,Outdoor & Leisure,Toys & Games,,,Outdoor & Leisure / Toys & Games,29,29,T471: Silicon Frisbee | T155: Stacking Puzzle Set with Pouch | NP162: Cap Gun | T475: Football Rocket | T851: LED Light Up Yo-Yos,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=24, unresolved=5, conflict=0. Top targets: Toys & Games > Outdoor Toys:7, Toys & Games > Novelty Toys:6, Toys & Games > Games & Puzzles:5, Toys & Games > Colouring & Kids Sets:3, Outdoor & Sports > Sports Products:2, Giveaways & Event Accessories > Balloons:1"
PromoBrands,Category 2,Apparel,Sublimated Apparel,,,Apparel / Sublimated Apparel,27,27,OA029: Slides | OA033: Pullover Hoodie | OA013: Touch Football Singlet | OA014: Rugby Jersey | OA015: Rugby/AFL Shorts,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,teamwear,,,"Product-level cleanup partial. auto=22, unresolved=5, conflict=0. Top targets: Apparel > Sweatshirts:6, Apparel > Pants & Shorts:5, Apparel > Polo Shirts:4, Apparel > T-Shirts:3, Apparel > Vests:1, Apparel > Socks:1, Apparel > Scarves & Accessories:1, Apparel > Hoodies:1"
PromoBrands,Category 1,Bags,Totes,,,Bags / Totes,25,25,RB1018C: Colourful Calico Tote Bag | RB1018: Calico Tote Bag | RB1018S: Squiggle Calico bag + Crayon set | RB1019S: Squiggle Calico bag + Crayon set | RB1020S: Squiggle Calico Drawstring Bag + Crayon set,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
PromoBrands,Category 3,Pens & Writing Instruments,Mirror Finish,,,Pens & Writing Instruments / Mirror Finish,25,25,"FD78S.MTO: BND78S SARI STYLUS, THIN TWIST METAL BALL PEN | FD76S.MTO: BND76S JOT, STYLUS, TWIST METAL BALLPEN | FD78XLS.MTO: BND78XLS SARI STYLUS TWIST METAL BALL PEN | FD71S.MTO: BND71S CLAP STYLUS THIN TWIST METAL BALL PEN | FD75S.MTO: BND75S CLAW STYLUS TWIST METAL BALL PEN",product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 1,Australian Made,Mouse & Counter Mats,,,Australian Made / Mouse & Counter Mats,24,24,C1A: Deluxe Coaster (3mm) | C1B: Deluxe Coaster (1mm) | MM102A: Deluxe Mouse Mat (230mm x 190mm) | MM102C: Deluxe Mouse Mat (230mm x 190mm) | MM102B: Deluxe Mouse Mat (205mm x 145mm),product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=22, unresolved=2, conflict=0. Top targets: Office & Desk > Desk Items:16, Barware & Accessories > Coasters:5, Office & Desk > Pads & Planners:1"
PromoBrands,Category 1,Keychains,Metal,,,Keychains / Metal,21,21,A4087: Axil Rectangle Keychain | K207: Double Stout Bottle Opener | K201: Lager Bottle Opener | K202: Pilsner Bottle Opener | A4088: Axil Round Keychain,product_category_candidate,Key Rings,Novelty Keyrings,0.72,auto_mapped,,,,,Default keytag mapping; refine material/function by product name later.
PromoBrands,Category 2,Legendary Range,Magnets,,,Legendary Range / Magnets,21,21,CL101: Magnetic Tab Calendar | CL102: Magnetic Tab Calendar | M408A: Magnetic Whiteboard (148mm x 210mm) | M408B: Magnetic Whiteboard (210mm x 297mm) | M408C: Magnetic Whiteboard (297mm x 420mm),collection_or_tag,Giveaways & Event Accessories,Magnets,0.9,auto_mapped,,,,,
PromoBrands,Category 3,Office,Desk Accessories & Supplies,,,Office / Desk Accessories & Supplies,21,21,T325: Eco Highlighter | D426: Polychroma A5 Notebook | NP142: Squiggle Crayon Set | P200: Byron Pen | P736: Seminole Stylus Pen,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Office,Notebooks & Compendiums,,,Office / Notebooks & Compendiums,21,21,D426: Polychroma A5 Notebook | G4004-G4044: Leatherette Large Cover & Notebook | G4003-G4033: Leatherette Small Cover & Notebook | T945: Spiral Notebook (A5) | D968: Conrad Zippered 3 x D Ring Compendium,product_category_candidate,Office & Desk,Notebooks,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Tech & Audio,,,,Tech & Audio,21,21,FD500.ECO.Nat.FD: Ruma Wireless speaker in Plant Fibre | FD501.ECO.Nat.FD: Geo Wireless speaker in Plant Fibre | FD501.ECO.06.FD: Geo Wireless speaker in Recycled ABS - Black | FD501.ECO.09.FD: Geo Wireless speaker in Recycled ABS - Silver | FD405.ECO.Nat.FD: Kozo Universal Magnetic Car Vent Mount - Plant Fibre - Rectangle,product_category_candidate,Technology,Earbuds & Headphones,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Tech & Audio,Power Banks & Charging Accessories,,,Tech & Audio / Power Banks & Charging Accessories,21,21,"T125: Trafalgar Bamboo charging dock | T837: Mercedes Power Bank (5,000 mAh) | T124: Rhom Charging Dock | NP140: Slider Power Bank (2,200 mAh) | T584: The Ultra Slim Power Bank (2,200 mAh)",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Tradeshow,,,,Tradeshow,21,21,L101.13: 13mm Custom Lanyard | L101E.10: 10mm Recycled Custom Lanyard | L101E.13: 13mm Recycled Custom Lanyard | L101E.19: 19mm Recycled Custom Lanyard | L102.13: 13mm Shoestring Custom Lanyard,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=19, unresolved=2, conflict=0. Top targets: Giveaways & Event Accessories > Lanyards:13, Pet > Pet Accessories:5, Giveaways & Event Accessories > Badges:1"
PromoBrands,Category 1,Stress Relievers,,,,Stress Relievers,20,20,T768: Squeeze Hippo | T769.LE: Squeeze House | T742: Squeeze Airplane | T771: Squeeze Cow | T767: Squeeze Duck,product_category_candidate,Toys & Games,Stress Balls & Toys,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Drinkware,Bottles,,,Drinkware / Bottles,19,19,S844: Bambu Eco 400ml Bottle | NP163: Grano 420ml Wheat Straw Water Bottle | D315: Midas 600ml Bottle | NP135: Quencher 700ml Plastic Water Bottle | D112: Aland 600ml Aluminum Water Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Pens & Writing Instruments,Plastics,,,Pens & Writing Instruments / Plastics,18,18,P200: Byron Pen | P500: Brilliant Clip Pen | P346: Metallic Mykonos Pen | F031: Versa Pen | P210: The Maui Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
PromoBrands,Category 2,Eco+ Collection,,,,Eco+ Collection,17,17,T125: Trafalgar Bamboo charging dock | S896: Organic 650ml Bottle | S844: Bambu Eco 400ml Bottle | NP163: Grano 420ml Wheat Straw Water Bottle | D881: Wave Drinking 350mL Cup,collection_or_tag,,,0.2,collection_or_tag,not a primary category,eco,,,Use as is_eco/tag; product primary category comes from another category path or product name.
PromoBrands,Category 2,New,,,,New,17,17,S881: The Bondi 700ml Drinking Bottle | T239: The Power Band Charging Lanyard - 60W | T524: The Spinzy | H451: Pac-Man Lunch Box with Handle | T527: The Amazing Fidget,collection_or_tag,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=17, unresolved=0, conflict=0. Top targets: Pens > Ballpoint Pens:2, Toys & Games > Novelty Toys:2, Technology > Wireless Chargers:2, Office & Desk > Notebooks:1, Office & Desk > Desk Items:1, Home & Living > Kitchen & Dining:1, Outdoor & Sports > Sunglasses:1, Pens > Stylus Pens:1"
PromoBrands,Category 3,Offshore Express,,,,Offshore Express,17,17,L131.19: 19mm Custom Lanyard | L101.13: 13mm Custom Lanyard | L101E.10: 10mm Recycled Custom Lanyard | L101E.13: 13mm Recycled Custom Lanyard | L101E.19: 19mm Recycled Custom Lanyard,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,custom_sourcing,"PromoBrands Offshore Express is a service/fulfilment path; classify products by name, not this category."
PromoBrands,Category 2,Pens & Writing Instruments,Metal,,,Pens & Writing Instruments / Metal,17,17,NP144: Malibu Stylus Pen | F892: Hexad Stylus Pen | P124: Mondello Pen | P128: Amalfi Pen | P125: Roma Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,metal,,"Metal is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
PromoBrands,Category 1,Drinkware,Metal,,,Drinkware / Metal,15,15,S937: Vita Aluminium 450ml Water Bottle | S889: Shadow 500ml Water Bottle | S900: Allegra 1L Bottle | S901: Allegra 750ml Bottle | S819: Classic 500ml Water Bottle,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=14, unresolved=1, conflict=0. Top targets: Drinkware > Drink Bottles:8, Drinkware > Tumblers:3, Personal Care > Mirrors & Beauty Accessories:2, Drinkware > Mugs:1"
PromoBrands,Category 1,Drinkware,Mugs & Tumblers,,,Drinkware / Mugs & Tumblers,15,15,S960M: Java Drop (350mL) | D881: Wave Drinking 350mL Cup | S146: Digital Galilee 443mL Tumbler | D326: Kool 235mL Cup (Small) | D327: Kool 355mL Cup (Large),product_category_candidate,Drinkware,Tumblers,0.9,auto_mapped,,,,,
PromoBrands,Category 3,Magnets,,,,Magnets,15,15,M408A: Magnetic Whiteboard (148mm x 210mm) | M408B: Magnetic Whiteboard (210mm x 297mm) | M408C: Magnetic Whiteboard (297mm x 420mm) | M405: Magnetic Jigsaw (285mm x 195mm) | M401: Magnetic Photo Frame (145mm x 180mm),product_category_candidate,Giveaways & Event Accessories,Magnets,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Outdoor & Leisure,Picnic Sets & Accessories,,,Outdoor & Leisure / Picnic Sets & Accessories,15,15,RB1038: Byron Beach Tote | K288: Bamboo Bottle Opener | D624: Urban Picnic Backpack | D603: Capri Picnic Backpack | A1716: Vinifera Aerator,product_category_candidate,Outdoor & Sports,Picnic & BBQ,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Australian Made,Magnets,,,Australian Made / Magnets,14,14,M408A: Magnetic Whiteboard (148mm x 210mm) | M405: Magnetic Jigsaw (285mm x 195mm) | M401: Magnetic Photo Frame (145mm x 180mm) | M416: Budget Magnetic Photo Frame (95mm x 145mm) | M406: A5 Magnetic Jigsaw,product_category_candidate,Giveaways & Event Accessories,Magnets,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Drinkware,Plastic,,,Drinkware / Plastic,14,14,NP135: Quencher 700ml Plastic Water Bottle | S733: Lakeland 600ml Tritan Insulated Water Bottle | S622: San Celemente 740ml Tritan Water Bottle | S726: Sparta 500ml Tritan Water Bottle | S624: 3 in 1 400ml Shaker Cup,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=13, unresolved=1, conflict=0. Top targets: Drinkware > Drink Bottles:8, Drinkware > Tumblers:5"
PromoBrands,Category 1,Home & Entertainment,Barware & Wine Accessories,,,Home & Entertainment / Barware & Wine Accessories,14,14,A1716: Vinifera Aerator | K277: Stainless Credit Card Bottle Opener | K281: Bartender's Bottle Opener | K283: Bartender's Vinyl Bottle Opener | K287: Bartender's Stubby Vinyl Bottle Opener,product_category_candidate,Barware & Accessories,Wine Accessories,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Office,Pens & Writing Instruments,,,Office / Pens & Writing Instruments,14,14,P730: Spinner Fidget Pen | T324: La Guardia Scented Jumbo Highlighters | P737: Harley Bamboo Spinner Pen | P734: RABS Mini Ballpoint Pen | P745: R-ABS Eco Plastic Ball Pen,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 1,Outdoor & Leisure,Travel & Personal Accessories,,,Outdoor & Leisure / Travel & Personal Accessories,14,14,FD400.MTO: Universal Magnetic Car Mount | FD405.MTO: Universal Magnetic Car Mount | SW101: Branded Silicone Wristband | J619: Riveria Sunglasses | J620: Retro Sunglasses,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=11, unresolved=3, conflict=0. Top targets: Outdoor & Sports > Sunglasses:4, Technology > Phone Accessories:2, Marketing Materials > Business Cards:1, Drinkware > Glassware:1, Travel > Luggage Tags:1, Giveaways & Event Accessories > Wristbands:1, Apparel > Jackets:1"
PromoBrands,Category 4,Back to University,,,,Back to University,13,13,"S895: Sunrise Smoothie 500mL Tumbler | S146: Digital Galilee 443mL Tumbler | S777: Byron 1L Drink Bottle | D427: Jodha Notebook | T853: Rhodes Power Bank (10,000 mAh)",product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=13, unresolved=0, conflict=0. Top targets: Drinkware > Drink Bottles:4, Drinkware > Tumblers:2, Office & Desk > Notebooks:1, Pens > Ballpoint Pens:1, Bags > Drawstring Bags:1, Outdoor & Sports > Camping & Outdoors:1, Technology > Wireless Chargers:1, Technology > Charging Cables & Chargers:1"
PromoBrands,Category 2,Lanyards & Accessories,,,,Lanyards & Accessories,13,13,L101.13: 13mm Custom Lanyard | L101E.10: 10mm Recycled Custom Lanyard | L101E.13: 13mm Recycled Custom Lanyard | L101E.19: 19mm Recycled Custom Lanyard | L102.13: 13mm Shoestring Custom Lanyard,product_category_candidate,Giveaways & Event Accessories,Lanyards,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Tools & Torches,Tools,,,Tools & Torches / Tools,13,13,T675: Slimline Retractable Box Cutter | D776: Professional 5 Metre Tape Measure | K153: Truck Tape Measure | K157: House Tape Measure | K158: Tape Measure with Level Key Chain,product_category_candidate,Tools & Auto,Torches & Lights,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Health & Wellness,Microfiber Cloths,,,Health & Wellness / Microfiber Cloths,12,12,K925: Micro Fibre Pouch & Cloth | K817: Micro Fibre iPad Pouch | K818: Micro Fibre Backpack | K821: Mini Micro Fibre Cloth | K822: Medium Micro Fibre Cloth,product_category_candidate,Technology,Tech Accessories,0.86,auto_mapped_by_keyword,,,,,All 12 products matched one high-confidence target by product keywords: Technology > Tech Accessories.
PromoBrands,Category 3,Outdoor & Leisure,Picnic Sets & Accessories,,,Outdoor & Leisure / Picnic Sets & Accessories,12,12,B108: Ozi Bamboo Paddle Board | B109: Trey Bamboo Cutting Board | B110: Obilia Bamboo Chopping Board | B111: Tiga Bamboo Cutting Board | B125: Adair Bamboo Cutlery Set,product_category_candidate,Outdoor & Sports,Picnic & BBQ,0.9,auto_mapped,,,,,
PromoBrands,Category 4,Pens & Writing Instruments,Mirror Finish,,,Pens & Writing Instruments / Mirror Finish,12,12,P122: Napoli Pen | P125: Roma Pen | NP160: Vitra Pen | P127: Manopoli Pen | F898: Peri Pen,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 3,Summer Range,,,,Summer Range,12,12,RB1038: Byron Beach Tote | D112: Aland 600ml Aluminum Water Bottle | S900: Allegra 1L Bottle | D310: Iris 700mL Cup | NP157: Sand Spike,collection_or_tag,,,0.2,collection_or_tag,not a primary category,summer,,,"Use as collection/tag, not primary product category."
PromoBrands,Category 1,Australian Made,Button Badges,,,Australian Made / Button Badges,11,11,BB100: Button Badge 100mm | BB90: Button Badge 90mm | BB75: Button Badge 75mm | BB65: Button Badge 65mm | BB56: Button Badge 56mm,product_category_candidate,Giveaways & Event Accessories,Badges,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Bags,Coolers,,,Bags / Coolers,11,11,RB1035: Insulated Grocery Bag | RB1033: Lunch-Time Cooler Bag | RB1030: Goliath Insulated Grocery Tote | RB1014: 6-Can Cooler Bag | D602: 2-Bottle Cooler Bag,product_category_candidate,Bags,Cooler Bags,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Home & Entertainment,Cheeseboards & Serveware,,,Home & Entertainment / Cheeseboards & Serveware,11,11,B108: Ozi Bamboo Paddle Board | B109: Trey Bamboo Cutting Board | B110: Obilia Bamboo Chopping Board | B111: Tiga Bamboo Cutting Board | B125: Adair Bamboo Cutlery Set,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=11, unresolved=0, conflict=0. Top targets: Home & Living > Cheese & Serving Boards:10, Drinkware > Teaware:1"
PromoBrands,Category 1,Pens & Writing Instruments,Highlighters,,,Pens & Writing Instruments / Highlighters,11,11,T321: Little Guy Highlighter | T322: High 5 Highlighter | T323: Medina Highlighter Set | T327: Jug O' Highlighters | T761: Fiddle Spinner Highlighter,product_category_candidate,Pens,Highlighters,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Drinkware,Mugs & Tumblers,,,Drinkware / Mugs & Tumblers,10,10,S897: Carnaby 500ml Tumbler | S935: Zen Mirror Finish Mugs (350mL) | S936: Calm Cup (230mL) | S936W: Ecograin Mirror Finish 230mL Calm Cup | S895: Sunrise Smoothie 500mL Tumbler,product_category_candidate,Drinkware,Tumblers,0.9,auto_mapped,,,,,
PromoBrands,Category 3,Pens & Writing Instruments,Metal,,,Pens & Writing Instruments / Metal,10,10,P210: The Maui Pen | P323: Kefalonia Pen | P317: The Catalina Pen | F898: Peri Pen | F902: Bullet Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,metal,,"Metal is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
PromoBrands,Category 2,Pens & Writing Instruments,Stylus,,,Pens & Writing Instruments / Stylus,10,10,P200: Byron Pen | P731: Canterbury Stylus Pen | P736: Seminole Stylus Pen | P739: Barbuda Stylus Pen | P750: Kapalua Stylus Pen,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Drinkware,Bottles,,,Drinkware / Bottles,9,9,S3101: Vidro 750ml Bottle | S3102: Vidro 1L Bottle | S937: Vita Aluminium 450ml Water Bottle | S3100: Vidro 550ml Bottle | S889: Shadow 500ml Water Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Drinkware,Glass,,,Drinkware / Glass,9,9,S897: Carnaby 500ml Tumbler | S3101: Vidro 750ml Bottle | S3102: Vidro 1L Bottle | S3100: Vidro 550ml Bottle | S895: Sunrise Smoothie 500mL Tumbler,product_category_candidate,Drinkware,Glassware,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Drinkware,Metal,,,Drinkware / Metal,9,9,S960M: Java Drop (350mL) | D315: Midas 600ml Bottle | D112: Aland 600ml Aluminum Water Bottle | S703: La Jolla 700ml Water Bottle | S965: Thermo 500ml Vacuum Flask,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=8, unresolved=1, conflict=0. Top targets: Drinkware > Drink Bottles:6, Barware & Accessories > Stubby Holders:1, Drinkware > Flasks:1"
PromoBrands,Category 4,Home & Entertainment,Barware & Wine Accessories,,,Home & Entertainment / Barware & Wine Accessories,9,9,B108: Ozi Bamboo Paddle Board | B109: Trey Bamboo Cutting Board | B110: Obilia Bamboo Chopping Board | B111: Tiga Bamboo Cutting Board | B137: Aubrey Coffee/Tea Set,product_category_candidate,Barware & Accessories,Wine Accessories,0.9,auto_mapped,,,,,
PromoBrands,Category 3,Pens & Writing Instruments,Stylus,,,Pens & Writing Instruments / Stylus,9,9,NP144: Malibu Stylus Pen | F892: Hexad Stylus Pen | P124: Mondello Pen | P128: Amalfi Pen | P125: Roma Pen,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Tradeshow,Lanyards & Accessories,,,Tradeshow / Lanyards & Accessories,9,9,L151: 19mm Custom Lanyard | L131.10: 10mm Custom Lanyard | L131.13: 13mm Custom Lanyard | L131.19: 19mm Custom Lanyard | L101.10: 10mm Custom Lanyard,product_category_candidate,Giveaways & Event Accessories,Lanyards,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Australian Made,,,,Australian Made,8,8,M408B: Magnetic Whiteboard (210mm x 297mm) | M408C: Magnetic Whiteboard (297mm x 420mm) | M407H: House Shaped To Do Lists | M407T: Telephone Shaped To Do Lists | M407: Rectangle To Do Lists,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=5, unresolved=3, conflict=0. Top targets: Giveaways & Event Accessories > Magnets:5"
PromoBrands,Category 1,Australian Made,Notepads & Calenders,,,Australian Made / Notepads & Calenders,8,8,PP102: A4 Note pad (25 leaves per pad) | PP102A: A4 Note pad (50 leaves per pad) | PP101: A5 Note pad (25 leaves per pad) | PP101A: A5 Note Pad (50 leaves per pad) | PP103: A3 Note pad (25 leaves per pad),product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=8, unresolved=0, conflict=0. Top targets: Office & Desk > Note Pads:6, Office & Desk > Pads & Planners:2"
PromoBrands,Category 1,Australian Made,Stickers,,,Australian Made / Stickers,8,8,NP172: Digital Iron on Transfer | NP171: Floor Decal Sticker Outdoor Or Indoor Use | VS103: Vinyl Sticker (75 x 210mm) | VS102: Vinyl Sticker (50 x 210mm) | VS101: Vinyl Sticker (75 x 75mm),product_category_candidate,Marketing Materials,Labels & Stickers,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Bags,Duffel & Travel,,,Bags / Duffel & Travel,8,8,H906: 5L Dry Bag | H907: 10L Dry Bag | H905: 2.5L Dry Bag | H908: 2.5L Dry Bag | RB1028: Clear Travel Case,product_category_candidate,Bags,Travel & Duffle Bags,0.9,auto_mapped,,,,,
PromoBrands,Category 2,Essential & PPE Products,Sanitisers & Wipes,,,Essential & PPE Products / Sanitisers & Wipes,8,8,H303SS: 60ml Hand Sanitiser Gel with Silicone Soft Travel Sleeve | H303: 60ml Hand Sanitiser Gel - 75% ethyl-alcohol | H302: 30ml Hand Sanitiser Gel - 75% ethyl-alcohol | H306: 30ml Hand Sanitiser Gel w/Aloe - 75% ethyl-alcohol | H301: 10ml Sanitiser Spray,product_category_candidate,Personal Care,Hand Sanitiser,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Health & Wellness,Sanitisers & Wipes,,,Health & Wellness / Sanitisers & Wipes,8,8,H303SS: 60ml Hand Sanitiser Gel with Silicone Soft Travel Sleeve | H303: 60ml Hand Sanitiser Gel - 75% ethyl-alcohol | H302: 30ml Hand Sanitiser Gel - 75% ethyl-alcohol | H306: 30ml Hand Sanitiser Gel w/Aloe - 75% ethyl-alcohol | H301: 10ml Sanitiser Spray,product_category_candidate,Personal Care,Hand Sanitiser,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Office,Notebooks & Compendiums,,,Office / Notebooks & Compendiums,8,8,T927.ECO: The Rio Grande Eco A5 Notebook | T946: Essentials A5 Notepad | T948: Mini Bamboo Sticky Note Set | JT125: Bamboo Notebook with Pen | D427: Jodha Notebook,product_category_candidate,Office & Desk,Notebooks,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Outdoor & Leisure,Picnic Sets & Accessories,,,Outdoor & Leisure / Picnic Sets & Accessories,8,8,T156: Skittle Throw | D268: 5 Piece BBQ & Apron Set | D269: BBQ Set in Deluxe Case | T985: Slice Set | D600: Adventure 4 Set Picnic Basket,product_category_candidate,Outdoor & Sports,Picnic & BBQ,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Pens & Writing Instruments,Paper & Wood,,,Pens & Writing Instruments / Paper & Wood,8,8,NP115: 2 in 1 Pencil Set | NP133: Colour Pencil Pack | P380: Madeira Pen | HP800: 3 1/2 inch Pencil | NP132: Crafty Colouring Notepad Set,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 2,Apparel,Sublimated Towels,,,Apparel / Sublimated Towels,7,7,OT001: Face Washer | OT002: Gym Towel | OT003: Hand Towel | OT004: Bath Towel | OT005: Bath Sheet,product_category_candidate,Outdoor & Sports,Towels,0.86,auto_mapped_by_keyword,,,,,All 7 products matched one high-confidence target by product keywords: Outdoor & Sports > Towels.
PromoBrands,Category 3,Back to University,,,,Back to University,7,7,T558: Bambu Phone Holder | RB1018C: Colourful Calico Tote Bag | TCS20W: Tebogo 20W fast charge adapter | RB001: Bowles Laptop Sleeve | D830: Dusty RPET Duffle Bag,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=6, unresolved=1, conflict=0. Top targets: Technology > Charging Cables & Chargers:2, Bags > Travel & Duffle Bags:1, Bags > Laptop Bags:1, Bags > Tote Bags:1, Technology > Phone Accessories:1"
PromoBrands,Category 2,Bags,Cotton,,,Bags / Cotton,7,7,RB1018C: Colourful Calico Tote Bag | RB1018: Calico Tote Bag | RB1018S: Squiggle Calico bag + Crayon set | RB1019S: Squiggle Calico bag + Crayon set | RB1020S: Squiggle Calico Drawstring Bag + Crayon set,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
PromoBrands,Category 2,Bags,Food Storage,,,Bags / Food Storage,7,7,RB1035: Insulated Grocery Bag | RB1033: Lunch-Time Cooler Bag | RB1030: Goliath Insulated Grocery Tote | RB1014: 6-Can Cooler Bag | B102: PEVA Reusable Food Storage Bag (21.5cm x 12cm),product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=4, unresolved=3, conflict=0. Top targets: Bags > Cooler Bags:2, Barware & Accessories > Stubby Holders:1, Bags > Tote Bags:1"
PromoBrands,Category 3,Navy Products,,,,Navy Products,7,7,H907: 10L Dry Bag | S901: Allegra 750ml Bottle | S899: Voyager 600ml Bottle | S999: The Sanny Tumbler 320ml | S777: Byron 1L Drink Bottle,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=7, unresolved=0, conflict=0. Top targets: Drinkware > Drink Bottles:5, Bags > Dry Bags:1, Drinkware > Tumblers:1"
PromoBrands,Category 3,New,,,,New,7,7,JT148: The Barker Eco Notebook - B6 | S922: The Maxwell 330ml Ceramic Mug | T165: The Felix Foldable Phone Stand | T856: Neo Keychain Powerbank 2000mAh | RB401: Paper Show Bag,collection_or_tag,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=7, unresolved=0, conflict=0. Top targets: Office & Desk > Notebooks:2, Home & Living > Kitchen & Dining:1, Bags > Drawstring Bags:1, Drinkware > Mugs:1, Technology > Phone Accessories:1, Technology > Power Banks:1"
PromoBrands,Category 1,New,,,,New,7,7,RB1053: The Buddy Drawstring Bag | T192FD: SeekTag Factory Direct | T608: Sunrise Solar Speaker | RB402: Paper Shopping Bag | S405: The Roamer 300ml Vacuum Cup,collection_or_tag,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=6, unresolved=1, conflict=0. Top targets: Bags > Drawstring Bags:1, Bags > Paper Bags:1, Drinkware > Drink Bottles:1, Drinkware > Travel Mugs:1, Drinkware > Tumblers:1, Technology > Bluetooth Speakers:1"
